X,Y,Z,formation
2.388195,0.393186,2.28017,layer2
2.432369,0.162576,2.25915,layer2
2.476543,-0.068034,2.23814,layer2
2.520717,-0.298644,2.21713,layer2
2.568174,-0.091104,2.19874,layer2
2.615631,0.116435,2.18035,layer2
2.663089,0.323975,2.16196,layer2
2.737689,0.173283,2.13832,layer2
2.81229,0.02259,2.11468,layer2
2.962018,0.217818,2.06582,layer2
3.037472,0.025055,2.04553,layer2
3.112926,-0.167708,2.02524,layer2
3.277232,-0.110048,1.97756,layer2
3.366329,0.036554,1.9519,layer2
3.455427,0.183156,1.92624,layer2
3.513709,-0.012682,1.90132,layer2
3.571991,-0.208519,1.8764,layer2
3.630273,-0.404357,1.85148,layer2
3.685427,-0.146161,1.81898,layer2
3.740581,0.112034,1.78648,layer2
3.795736,0.37023,1.75398,layer2
3.845653,0.172782,1.72344,layer2
3.89557,-0.024665,1.69289,layer2
3.945487,-0.222113,1.66235,layer2
4.017199,-0.074821,1.63083,layer2
4.08891,0.07247,1.5993,layer2
4.149589,0.240852,1.5993,layer2
4.210267,0.409233,1.5993,layer2
4.274295,0.231157,1.60403,layer2
4.338323,0.05308,1.60876,layer2
4.387772,0.232895,1.63556,layer2
4.437222,0.412709,1.66235,layer2
4.500265,0.434444,1.75061,layer2
4.514449,0.498122,1.87197,layer2
4.500265,0.411808,2.028,layer2
4.500352,0.158034,2.08097,layer2
4.50044,-0.09574,2.13394,layer2
4.500527,-0.349514,2.18692,layer2
4.512873,-0.31111,2.34321,layer2
4.516201,-0.053473,2.39347,layer2
4.519527,0.204165,2.44373,layer2
4.522855,0.461802,2.49399,layer2
4.52732,0.197748,2.5636,layer2
4.531786,-0.066307,2.63321,layer2
4.53809,-0.070918,2.7719,layer2
4.545182,0.160893,2.90272,layer2
4.541636,-0.03195,2.9634,layer2
4.53809,-0.224792,3.02407,layer2
4.516026,-0.474386,3.14386,layer2
4.525482,-0.325512,3.23842,layer2
4.546496,-0.077604,3.26364,layer2
4.56751,0.170305,3.28886,layer2
4.588524,0.418214,3.31407,layer2
4.624774,0.134552,3.32353,layer2
4.661023,-0.14911,3.33298,layer2
4.725642,0.044801,3.32983,layer2
4.790262,0.238712,3.32668,layer2
4.966783,0.313669,3.3519,layer2
5.105477,0.291167,3.40233,layer2
5.165127,0.343179,3.51693,layer2
5.155911,0.379919,3.67972,layer2
5.156391,0.169645,3.75312,layer2
5.156872,-0.040629,3.82653,layer2
5.150087,-0.249164,3.89812,layer2
5.143302,-0.457698,3.96972,layer2
5.142021,-0.18216,4.01354,layer2
5.140739,0.093379,4.05736,layer2
5.139458,0.368918,4.10119,layer2
5.147685,0.125009,4.15523,layer2
5.155912,-0.118899,4.20928,layer2
5.174824,0.044769,4.27233,layer2
5.193737,0.208437,4.33537,layer2
5.782996,0.236769,4.34537,layer3
5.717078,-0.013247,4.28677,layer3
5.651161,-0.263263,4.22818,layer3
5.575165,0.023315,4.16896,layer3
5.52909,0.036329,4.06705,layer3
5.47538,0.029179,3.8815,layer3
5.439121,-0.123929,3.70697,layer3
5.431435,-0.336246,3.57388,layer3
5.433557,-0.352763,3.46421,layer3
5.438303,-0.28898,3.36859,layer3
5.456579,0.414946,3.27022,layer3
5.43342,0.092031,3.15863,layer3
5.355295,-0.190035,3.03656,layer3
5.208812,0.494534,3.01703,layer3
5.035851,0.05912,2.9899,layer3
4.93917,0.388713,2.96759,layer3
4.931732,0.044076,2.84115,layer3
4.93179,0.489256,2.68614,layer3
4.931732,0.427414,2.51392,layer3
4.924063,-0.3274,2.3531,layer3
4.924295,-0.496614,2.18669,layer3
4.940099,0.043685,2.01192,layer3
4.939169,-0.172551,1.82971,layer3
4.901984,-0.181565,1.65122,layer3
4.864798,-0.341712,1.52107,layer3
4.797864,-0.190795,1.44298,layer3
4.729071,-0.262694,1.36396,layer3
4.6045,0.309514,1.29424,layer3
4.42601,0.089418,1.23474,layer3
4.284706,0.356076,1.21871,layer3
4.150837,-0.435286,1.24962,layer3
3.987221,-0.013083,1.28401,layer3
3.823605,0.227487,1.3463,layer3
3.68904,-0.296911,1.40701,layer3
3.548433,0.090954,1.47273,layer3
3.372731,-0.002995,1.54501,layer3
3.191452,-0.23683,1.61403,layer3
3.042711,0.214851,1.67074,layer3
2.913878,0.140743,1.71722,layer3
2.774975,0.148309,1.77021,layer3
2.596175,-0.421828,1.84458,layer3
2.410557,-0.014063,1.91895,layer3
2.251667,0.335494,1.97566,layer3
2.105637,0.000823,2.02307,layer3
1.950862,-0.287813,2.07478,layer3
1.785841,0.035383,2.13463,layer3
1.61932,0.060149,2.19833,layer3
1.466047,0.236172,2.26106,layer3
1.332644,-0.106408,2.31492,layer3
1.185683,-0.452978,2.36082,layer3
1.005785,-0.081732,2.41195,layer3
0.81165,0.435504,2.45544,layer3
0.621648,0.103743,2.49328,layer3
0.460779,-0.366873,2.51667,layer3
0.32491,0.271795,2.53124,layer3
0.176671,0.140472,2.53529,layer3
5.613163,-0.119974,4.19857,layer3
5.444395,-0.054338,3.3358,layer3
5.450487,0.180304,3.30301,layer3
5.445,0.253488,3.21443,layer3
5.394358,-0.049002,3.09759,layer3
5.306468,0.038154,3.03005,layer3
5.257639,0.266344,3.02354,layer3
5.122332,0.276827,3.00346,layer3
4.987511,0.223916,2.97874,layer3
4.935451,0.216394,2.90437,layer3
4.931761,0.266666,2.76365,layer3
4.929176,0.17581,2.46031,layer3
4.926619,-0.075795,2.4067,layer3
4.932197,-0.226464,2.0993,layer3
4.666786,0.02341,1.3291,layer3
4.355358,0.222747,1.22672,layer3
4.240083,0.092289,1.22901,layer3
4.19546,-0.171499,1.23931,layer3
4.069029,-0.224185,1.26682,layer3
3.756322,-0.034712,1.37666,layer3
3.618736,-0.102978,1.43987,layer3
3.282092,-0.119913,1.57952,layer3
3.117081,-0.01099,1.64239,layer3
2.715375,-0.041736,1.795,layer3
2.655775,-0.231782,1.81979,layer3
2.503366,-0.217946,1.88177,layer3
2.331112,0.160715,1.94731,layer3
2.178652,0.168158,1.99937,layer3
2.028249,-0.143495,2.04893,layer3
1.868351,-0.126215,2.10471,layer3
1.399346,0.064882,2.28799,layer3
1.259164,-0.279693,2.33787,layer3
1.095734,-0.267355,2.38639,layer3
0.908717,0.176886,2.4337,layer3
0.716649,0.269623,2.47436,layer3
0.541213,-0.131565,2.50497,layer3
0.415489,-0.153984,2.52152,layer3
0.370199,0.058905,2.52638,layer3
6.182864,0.10816,1.71132,layer4
6.313992,-0.006166,1.80967,layer4
6.364257,-0.09277,1.93642,layer4
6.369072,-0.260921,2.01821,layer4
6.373887,-0.429071,2.09999,layer4
6.357701,-0.363041,2.27517,layer4
6.356335,-0.216745,2.42515,layer4
6.35466,-0.373121,2.56824,layer4
6.355515,-0.247086,2.70571,layer4
6.356786,-0.063,2.84556,layer4
6.361635,-0.309072,2.99609,layer4
6.365561,-0.102825,3.07838,layer4
6.369487,0.103421,3.16067,layer4
6.378291,0.043579,3.32155,layer4
6.385675,0.275835,3.47252,layer4
6.39117,0.033872,3.59996,layer4
6.399675,0.002934,3.73359,layer4
6.406692,0.191896,3.81919,layer4
6.413708,0.380858,3.9048,layer4
6.455807,0.445179,3.96093,layer4
6.496393,0.271318,4.00594,layer4
6.53698,0.097458,4.05095,layer4
6.588665,-0.145098,4.08983,layer4
6.640351,-0.387653,4.12871,layer4
6.751473,-0.325853,4.18716,layer4
6.792797,-0.108339,4.20938,layer4
6.83412,0.109174,4.2316,layer4
6.875443,0.326688,4.25382,layer4
3.757568,-0.046795,0.433522,layer4
3.657639,0.142728,0.476348,layer4
3.557709,0.332251,0.519175,layer4
3.483879,0.080647,0.550817,layer4
3.410049,-0.170957,0.582458,layer4
3.258009,-0.079819,0.647618,layer4
3.183671,0.152744,0.679422,layer4
3.109331,0.385307,0.711226,layer4
3.042491,0.237371,0.739928,layer4
2.975651,0.089435,0.768629,layer4
2.911008,-0.106602,0.796555,layer4
2.846365,-0.302639,0.82448,layer4
2.806976,-0.091239,0.842408,layer4
2.767587,0.120161,0.860336,layer4
2.728198,0.331561,0.878263,layer4
2.603308,0.293911,0.929977,layer4
2.529357,0.120161,0.956868,layer4
2.455406,-0.05359,0.98376,layer4
2.374215,0.154565,1.01893,layer4
2.293024,0.36272,1.05409,layer4
2.241224,0.11513,1.08167,layer4
2.189423,-0.13246,1.10925,layer4
2.137623,-0.38005,1.13683,layer4
2.08453,-0.097375,1.16855,layer4
2.031436,0.1853,1.20027,layer4
1.978343,0.467975,1.23199,layer4
1.906072,0.189314,1.27336,layer4
1.833802,-0.089347,1.31473,layer4
1.773329,0.047195,1.34576,layer4
1.712855,0.183737,1.37679,layer4
1.588676,0.21997,1.42333,layer4
1.449048,0.221769,1.47608,layer4
1.282788,0.131623,1.52547,layer4
1.222368,-0.077775,1.5421,layer4
1.161949,-0.287173,1.55873,layer4
1.10153,-0.49657,1.57537,layer4
1.06078,-0.262979,1.58784,layer4
1.020031,-0.029388,1.6003,layer4
0.979281,0.204204,1.61277,layer4
0.938531,0.437795,1.62523,layer4
0.899269,0.214658,1.63814,layer4
0.860006,-0.008479,1.65104,layer4
0.820743,-0.231617,1.66394,layer4
0.781481,-0.454754,1.67685,layer4
0.718541,-0.21175,1.6968,layer4
0.655602,0.031253,1.71676,layer4
0.592662,0.274256,1.73672,layer4
8.20473,0.310298,0.882512,layer5
8.186468,0.074862,0.938652,layer5
8.168205,-0.160573,0.994792,layer5
8.149943,-0.396008,1.05093,layer5
8.102137,-0.164049,1.18828,layer5
8.079607,0.043869,1.26234,layer5
8.057078,0.251787,1.33641,layer5
8.035432,0.127101,1.42294,layer5
8.013785,0.002415,1.50947,layer5
8.000569,0.162278,1.6022,layer5
7.987353,0.322141,1.69494,layer5
7.979606,0.075234,1.75407,layer5
7.971859,-0.171674,1.8132,layer5
7.964111,-0.418581,1.87233,layer5
7.962174,-0.196796,1.93052,layer5
7.960238,0.02499,1.98871,layer5
7.958301,0.246775,2.0469,layer5
7.964111,0.490803,2.21958,layer5
7.964118,0.243567,2.2629,layer5
7.964126,-0.00367,2.30622,layer5
7.964133,-0.250907,2.34954,layer5
7.96414,-0.498143,2.39286,layer5
7.96413,-0.23113,2.45085,layer5
7.964121,0.035884,2.50885,layer5
7.964111,0.302897,2.56684,layer5
7.96601,0.067941,2.62488,layer5
7.967909,-0.167015,2.68292,layer5
7.969808,-0.401971,2.74096,layer5
7.97547,-0.110886,2.79324,layer5
7.981131,0.180198,2.84551,layer5
7.986793,0.471283,2.89779,layer5
7.992821,0.24317,2.94766,layer5
7.998849,0.015057,2.99753,layer5
8.004877,-0.213056,3.0474,layer5
8.014992,0.005565,3.16991,layer5
8.041504,0.20949,3.22657,layer5
8.068016,0.413415,3.28323,layer5
8.171919,0.350937,3.41447,layer5
8.268787,0.384358,3.49865,layer5
8.385194,0.299285,3.55666,layer5
8.52817,0.27038,3.63559,layer5
8.579895,0.043331,3.66524,layer5
8.631619,-0.183719,3.69489,layer5
8.683345,-0.410769,3.72453,layer5
8.85046,-0.292513,3.80129,layer5
9.008642,-0.360996,3.86414,layer5
9.084467,-0.100057,3.88701,layer5
9.160292,0.160881,3.90989,layer5
9.314689,0.404078,3.95714,layer5
9.393667,0.211508,3.97595,layer5
9.472647,0.018939,3.99476,layer5
9.544981,-0.193716,4.01033,layer5
9.617314,-0.406371,4.02591,layer5
9.664015,-0.160875,4.03489,layer5
9.710715,0.084621,4.04388,layer5
9.757416,0.330118,4.05286,layer5
9.814322,0.136367,4.06517,layer5
9.871227,-0.057383,4.07747,layer5
9.928133,-0.251134,4.08978,layer5
11.427021,-0.050682,4.10741,layer5
11.562702,0.078585,4.00951,layer5
11.616794,-0.209537,3.96826,layer5
11.670885,-0.49766,3.927,layer5
11.711484,-0.247746,3.89919,layer5
11.752084,0.002167,3.87139,layer5
11.792683,0.25208,3.84357,layer5
11.838969,0.026539,3.81307,layer5
11.885257,-0.199002,3.78256,layer5
11.931543,-0.424544,3.75206,layer5
12.088167,-0.46056,3.66106,layer5
12.241659,-0.44647,3.57511,layer5
12.324155,-0.269887,3.53746,layer5
12.406651,-0.093304,3.4998,layer5
12.492773,-0.248091,3.46433,layer5
12.578897,-0.402877,3.42886,layer5
12.666503,-0.202717,3.39593,layer5
12.754109,-0.002556,3.363,layer5
12.838088,-0.246862,3.32788,layer5
12.922067,-0.491168,3.29277,layer5
13.088507,-0.434011,3.22865,layer5
13.171923,-0.242416,3.19627,layer5
13.255338,-0.050821,3.1639,layer5
13.339708,0.113178,3.12816,layer5
13.424079,0.277177,3.09242,layer5
13.58861,0.490791,3.03503,layer5
13.746824,0.377564,2.99881,layer5
13.823914,0.132271,2.99385,layer5
13.901003,-0.113021,2.98888,layer5
14.062316,-0.009696,2.98463,layer5
14.221975,-0.108989,2.97232,layer5
14.376693,-0.35629,2.95339,layer5
14.522757,-0.362521,2.91848,layer5
14.569277,-0.145768,2.90715,layer5
14.615796,0.070986,2.89582,layer5
14.662316,0.287739,2.88449,layer5
14.710289,0.03253,2.86722,layer5
14.758262,-0.222679,2.84996,layer5
14.806234,-0.477887,2.83269,layer5
14.858789,-0.203101,2.81095,layer5
14.911344,0.071686,2.78921,layer5
14.963899,0.346473,2.76747,layer5
15.134109,0.278828,2.68428,layer5
15.293016,0.128696,2.61235,layer5
15.386868,-0.020166,2.56988,layer5
15.480721,-0.169029,2.52739,layer5
8.952921,-0.084143,0.969662,layer6
8.911087,-0.204162,1.15795,layer6
8.871284,0.21576,1.31224,layer6
8.840179,-0.01482,1.47709,layer6
8.820835,-0.361594,1.66743,layer6
8.83023,0.037874,1.86273,layer6
8.850173,-0.004632,2.05297,layer6
8.870021,-0.136862,2.22085,layer6
8.879224,0.135338,2.37141,layer6
8.886145,0.043938,2.51198,layer6
8.886936,0.072982,2.64404,layer6
8.887444,-0.47217,2.78708,layer6
8.922674,0.094967,2.93364,layer6
8.974874,0.485061,3.08041,layer6
9.09573,-0.334421,3.23113,layer6
9.221681,0.114435,3.33477,layer6
9.37388,0.442169,3.39296,layer6
9.52931,-0.480985,3.43718,layer6
9.704527,-0.469036,3.46388,layer6
9.88755,0.264053,3.50216,layer6
10.088041,-0.485336,3.5359,layer6
10.298906,-0.345563,3.57408,layer6
10.493638,0.116862,3.60808,layer6
10.675692,-0.036059,3.63775,layer6
10.816257,-0.485985,3.65458,layer6
10.957764,0.049856,3.64167,layer6
11.15553,0.491648,3.61615,layer6
11.30529,-0.486805,3.53868,layer6
11.429229,-0.21249,3.41991,layer6
11.542152,0.458782,3.30074,layer6
11.660447,-0.493473,3.18863,layer6
11.795127,-0.120453,3.08398,layer6
11.934685,0.490718,3.00058,layer6
12.056499,-0.036572,2.92905,layer6
12.171227,0.037118,2.8626,layer6
12.310781,0.286128,2.78119,layer6
8.891186,0.005799,1.23509,layer6
8.830507,-0.188207,1.57226,layer6
8.825533,-0.16186,1.76508,layer6
8.874622,-0.000762,2.29613,layer6
8.88719,-0.199594,2.71556,layer6
8.905059,-0.188601,2.86036,layer6
8.948774,0.290014,3.00702,layer6
9.015159,0.2119,3.13065,layer6
9.055445,-0.06126,3.18089,layer6
9.158705,-0.109993,3.28295,layer6
9.297781,0.278302,3.36387,layer6
9.412738,0.211381,3.40402,layer6
9.451595,-0.019408,3.41507,layer6
9.490453,-0.250197,3.42613,layer6
9.765534,-0.224673,3.47664,layer6
9.826543,0.01969,3.4894,layer6
9.954381,0.014257,3.5134,layer6
10.021211,-0.23554,3.52465,layer6
10.396273,-0.11435,3.59108,layer6
10.745975,-0.261022,3.64617,layer6
10.887011,-0.218064,3.64813,layer6
11.056646,0.270752,3.62891,layer6
11.19297,0.247035,3.59678,layer6
11.23041,0.002422,3.57741,layer6
11.26785,-0.242192,3.55805,layer6
11.36726,-0.349647,3.4793,layer6
11.46687,0.011268,3.38019,layer6
11.504511,0.235025,3.34046,layer6
11.571726,0.220719,3.27271,layer6
11.601299,-0.017345,3.24469,layer6
11.630874,-0.255409,3.21666,layer6
11.727787,-0.306963,3.13631,layer6
11.841646,0.083271,3.05618,layer6
11.888165,0.286994,3.02838,layer6
11.995592,0.227073,2.96482,layer6
13.381723,0.142776,2.55015,layer6
13.445801,0.319028,2.53121,layer6
13.509877,0.49528,2.51227,layer6
13.655194,0.112364,2.45405,layer6
13.836675,-0.206101,2.37223,layer6
14.001426,-0.031085,2.29865,layer6
14.160304,-0.16133,2.23158,layer6
14.326871,-0.312217,2.16217,layer6
14.501058,0.021128,2.09177,layer6
14.679503,0.031217,2.02467,layer6
14.855081,-0.298193,1.95949,layer6
15.041583,0.045499,1.89566,layer6
15.213623,0.372955,1.83998,layer6
15.370617,-0.168081,1.78765,layer6
15.551479,-0.208549,1.72736,layer6
13.582536,0.303822,2.48316,layer6
13.745934,-0.046869,2.41314,layer6
14.413964,-0.145545,2.12697,layer6
14.767292,-0.133488,1.99208,layer6
14.948332,-0.126347,1.92758,layer6
15.127604,0.209227,1.86782,layer6
15.29212,0.102437,1.81381,layer6
15.289856,0.038925,1.15377,layer7
15.238041,-0.221445,1.16369,layer7
15.186225,-0.481815,1.1736,layer7
15.150331,-0.235131,1.18467,layer7
15.114437,0.011552,1.19574,layer7
15.078543,0.258236,1.20681,layer7
15.031657,0.024978,1.22418,layer7
14.984773,-0.208279,1.24155,layer7
14.937887,-0.441536,1.25892,layer7
14.885736,-0.174181,1.27946,layer7
14.833583,0.093174,1.3,layer7
14.781431,0.360529,1.32054,layer7
14.69891,0.211078,1.3537,layer7
14.616388,0.061627,1.38686,layer7
14.467146,0.066878,1.44368,layer7
14.317634,0.301399,1.49635,layer7
14.181914,0.115108,1.54418,layer7
14.116894,0.256551,1.56837,layer7
14.051873,0.397993,1.59255,layer7
13.946984,0.307047,1.63718,layer7
13.828439,0.188005,1.68713,layer7
13.662701,-0.002161,1.74741,layer7
13.466489,-0.193424,1.82027,layer7
13.277207,-0.147185,1.88096,layer7
13.210272,0.054871,1.89676,layer7
13.143337,0.256926,1.91257,layer7
13.034733,0.130914,1.92509,layer7
12.911773,-0.064137,1.94195,layer7
12.772409,-0.180366,1.97187,layer7
12.635098,-0.177946,2.00441,layer7
12.48549,-0.267971,2.05525,layer7
12.418439,-0.081574,2.08322,layer7
12.351388,0.104823,2.11118,layer7
12.301346,-0.134908,2.13028,layer7
12.251304,-0.374639,2.14937,layer7
12.19915,-0.17513,2.16688,layer7
12.146996,0.024378,2.1844,layer7
11.681143,-0.091988,2.45514,layer7
11.625896,0.101024,2.49092,layer7
11.57065,0.294036,2.5267,layer7
11.515404,0.487048,2.56248,layer7
11.408793,0.218089,2.63007,layer7
11.317797,-0.283091,2.68637,layer7
11.231979,0.205193,2.7377,layer7
11.135729,-0.351542,2.79535,layer7
11.020432,0.390264,2.82621,layer7
10.896647,-0.425699,2.83684,layer7
10.767434,-0.040702,2.82663,layer7
10.634283,0.374627,2.81549,layer7
10.515129,-0.376984,2.80497,layer7
10.416675,-0.083784,2.79581,layer7
10.312689,-0.438789,2.78703,layer7
10.182472,-0.320403,2.7773,layer7
10.035873,0.026322,2.7544,layer7
9.901889,0.476288,2.7191,layer7
9.736984,0.393816,2.64523,layer7
9.621649,0.286747,2.52269,layer7
9.600023,-0.272009,2.41096,layer7
9.592815,0.204375,2.21633,layer7
9.592815,-0.310521,2.05774,layer7
9.589211,0.345622,1.94601,layer7
9.582001,0.213355,1.83428,layer7
9.574793,0.439873,1.67569,layer7
9.592024,0.170265,1.51819,layer7
9.620529,0.151214,1.34953,layer7
9.647773,0.336139,1.22923,layer7
9.682293,0.17307,1.13336,layer7
9.725352,0.2289,1.01358,layer7
9.775251,-0.303244,0.904769,layer7
9.831948,-0.36638,0.791293,layer7
11.363295,-0.032501,2.65822,layer7
11.274888,-0.038949,2.71204,layer7
11.183854,-0.073175,2.76653,layer7
11.097297,-0.104273,2.80564,layer7
11.058865,0.142995,2.81593,layer7
10.979171,0.118276,2.82976,layer7
10.937909,-0.153711,2.8333,layer7
10.832041,-0.233201,2.83174,layer7
10.700859,0.166963,2.82106,layer7
10.594565,0.12409,2.81198,layer7
10.554847,-0.126447,2.80848,layer7
10.465902,-0.230384,2.80039,layer7
10.364681,-0.261287,2.79142,layer7
10.109173,-0.147041,2.76585,layer7
9.968882,0.251305,2.73675,layer7
9.610836,0.007369,2.46682,layer7
9.596419,-0.033817,2.31364,layer7
9.592815,-0.053073,2.13703,layer7
9.591614,-0.091807,2.0205,layer7
9.590412,0.126908,1.98325,layer7
9.583408,0.305069,1.59694,layer7
9.750301,-0.037172,0.959173,layer7
9.861884,-0.362561,1.5302,layer8
9.864935,-0.228321,1.62629,layer8
9.867985,-0.094081,1.72239,layer8
9.873019,0.038795,1.84227,layer8
9.875078,0.263953,1.8952,layer8
9.877138,0.489111,1.94813,layer8
9.878155,0.223304,1.99288,layer8
9.879171,-0.042504,2.03762,layer8
9.880188,-0.308311,2.08236,layer8
9.896967,-0.173439,2.151,layer8
9.913745,-0.038566,2.21964,layer8
9.959504,0.154505,2.29896,layer8
10.006788,-0.090049,2.32336,layer8
10.054073,-0.334604,2.34777,layer8
10.105934,-0.181977,2.36607,layer8
10.157796,-0.029349,2.38438,layer8
10.227961,-0.204894,2.39353,layer8
10.298126,-0.380439,2.40268,layer8
10.353038,-0.107986,2.40573,layer8
10.407948,0.164466,2.40878,layer8
10.46286,0.436919,2.41183,layer8
10.555141,0.300398,2.42327,layer8
10.664203,0.301922,2.42709,layer8
10.763349,0.127082,2.42403,layer8
10.862494,-0.047758,2.42098,layer8
10.926558,-0.200708,2.41336,layer8
10.990622,-0.353658,2.40573,layer8
11.049601,-0.070438,2.38133,layer8
11.10858,0.212781,2.35692,layer8
11.167559,0.496001,2.33252,layer8
11.287296,0.477011,2.27989,layer8
11.393307,0.24779,2.19829,layer8
11.542789,0.329055,2.06711,layer8
11.582447,0.108904,2.03508,layer8
11.622105,-0.111247,2.00305,layer8
11.883057,-0.343325,1.98394,layer8
11.989829,-0.225281,1.94734,layer8
12.108804,-0.400291,1.87717,layer8
12.267437,-0.388972,1.80701,layer8
12.340652,-0.117488,1.77803,layer8
12.413868,0.153997,1.74904,layer8
12.593856,0.143977,1.70023,layer8
12.752489,0.309829,1.68193,layer8
12.790876,0.060663,1.67774,layer8
12.829264,-0.188503,1.67354,layer8
12.867651,-0.437669,1.66935,layer8
12.896378,-0.182377,1.66541,layer8
12.925105,0.072915,1.66147,layer8
12.953832,0.328207,1.65752,layer8
12.995493,0.153949,1.65376,layer8
13.037153,-0.020309,1.64999,layer8
13.155174,-0.030046,1.62397,layer8
13.310756,-0.076569,1.57516,layer8
13.372758,0.162488,1.55631,layer8
13.43476,0.401545,1.53745,layer8
13.545656,0.239196,1.49889,layer8
13.588778,0.028566,1.48205,layer8
13.6319,-0.182065,1.46521,layer8
13.675022,-0.392695,1.44837,layer8
13.722403,-0.17931,1.42962,layer8
13.769782,0.034075,1.41087,layer8
13.817163,0.247459,1.39212,layer8
13.888662,0.02251,1.36733,layer8
13.960161,-0.20244,1.34255,layer8
14.088671,-0.39984,1.29755,layer8
14.146576,-0.124371,1.27482,layer8
14.204482,0.151098,1.25208,layer8
14.253348,0.29668,1.23058,layer8
14.302215,0.442263,1.20908,layer8
14.328701,0.185447,1.19735,layer8
14.355186,-0.071368,1.18561,layer8
14.381673,-0.328183,1.17388,layer8
14.416756,-0.066855,1.1589,layer8
14.451838,0.194473,1.14392,layer8
14.486921,0.455801,1.12894,layer8
14.561579,0.191739,1.0977,layer8
14.636236,-0.072323,1.06646,layer8
14.721737,0.150376,1.03058,layer8
14.807238,0.373075,0.994707,layer8
14.852481,0.120808,0.975168,layer8
14.897723,-0.131458,0.955629,layer8
14.942966,-0.383724,0.936089,layer8
14.997377,-0.165065,0.911903,layer8
15.051789,0.053595,0.887716,layer8
15.1062,0.272255,0.863529,layer8
10.295227,0.182503,1.25328,layer9
10.308938,0.395599,1.42489,layer9
10.33209,0.147206,1.55363,layer9
10.359694,-0.273491,1.65259,layer9
10.389619,0.051627,1.67821,layer9
10.43828,0.344764,1.69749,layer9
10.587311,0.47241,1.67223,layer9
10.718938,0.149573,1.60488,layer9
10.873301,0.085932,1.51507,layer9
11.010823,-0.036715,1.41122,layer9
11.086601,0.010783,1.3607,layer9
10.345892,-0.063142,1.60311,layer9
10.374657,-0.110932,1.6654,layer9
10.653124,0.310991,1.63855,layer9
11.470213,0.282821,1.35501,layer9
11.520885,0.134955,1.33577,layer9
11.571557,-0.012911,1.31653,layer9
11.618086,-0.245436,1.29874,layer9
11.664615,-0.477961,1.28095,layer9
11.691947,-0.240815,1.2707,layer9
11.719278,-0.00367,1.26045,layer9
11.746611,0.233476,1.25019,layer9
11.773943,0.470621,1.23994,layer9
11.81773,0.197237,1.22275,layer9
11.861517,-0.076148,1.20557,layer9
11.905304,-0.349533,1.18838,layer9
11.973866,-0.181941,1.16003,layer9
12.042426,-0.01435,1.13168,layer9
12.112723,-0.230784,1.10448,layer9
12.183021,-0.447219,1.07729,layer9
12.247808,-0.251604,1.05271,layer9
12.312595,-0.05599,1.02812,layer9
12.375095,-0.237683,1.01105,layer9
12.437595,-0.419376,0.993975,layer9
12.48141,-0.194848,0.985863,layer9
12.525226,0.029679,0.977751,layer9
12.56904,0.254206,0.969639,layer9
12.642176,0.060768,0.963293,layer9
12.715312,-0.132671,0.956946,layer9
12.872252,-0.164293,0.938576,layer9
